qid,prediction,gt_label,final_prediction
8301,"[""['True']"", ""['True']"", ""['True']""]",True,False
8314,"[""['False']"", ""['False']"", ""['False']""]",False,False
8315,"[""['Abstain']"", ""['False']"", ""['False']""]",True,Abstain
8320,"[""['True']"", ""['True']"", ""['Abstain']""]",True,Abstain
8323,"[""['True']"", ""['True']"", ""['True']""]",True,False
8346,"[""['False']"", ""['False']"", ""['False']""]",False,False
8347,"[""['True']"", ""['True']"", ""['True']""]",True,False
8348,"[""['True']"", ""['True']"", ""['True']""]",True,False
8355,"[""['Abstain']"", ""['Abstain']"", ""['Abstain']""]",True,False
8356,"[""['False']"", ""['False']"", ""['False']""]",False,False
8368,"[""['True']"", ""['True']"", ""['True']""]",True,False
8374,"[""['True']"", ""['True']"", ""['True']""]",True,False
8377,"[""['Abstain']"", ""['True']"", ""['Abstain']""]",True,Abstain
8382,"[""['False']"", ""['False']"", ""['False']""]",False,False
8389,"[""['False']"", ""['False']"", ""['False']""]",False,False
8406,"[""['True']"", ""['True']"", ""['True']""]",True,False
8407,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
8411,"[""['True']"", ""['True']"", ""['True']""]",True,False
8438,"[""['True']"", ""['True']"", ""['True']""]",True,False
8441,"[""['False']"", ""['False']"", ""['False']""]",False,False
8442,"[""['False']"", ""['False']"", ""['Abstain']""]",True,Abstain
8443,"[""['False']"", ""['False']"", ""['False']""]",False,False
8459,"[""['True']"", ""['True']"", ""['True']""]",True,False
8472,"[""['False']"", ""['False']"", ""['False']""]",False,False
8492,"[""['True']"", ""['True']"", ""['True']""]",True,False
8497,"[""['True']"", ""['True']"", ""['True']""]",True,False
850,"[""['False']"", ""['False']"", ""['False']""]",False,False
8510,"[""['True']"", ""['True']"", ""['True']""]",True,False
8511,"[""['False']"", ""['False']"", ""['False']""]",False,False
8518,"[""['True']"", ""['True']"", ""['True']""]",True,False
8520,"[""['True']"", ""['True']"", ""['True']""]",True,False
8547,"[""['False']"", ""['False']"", ""['False']""]",True,False
856,"[""['False']"", ""['False']"", ""['False']""]",False,False
8580,"[""['False']"", ""['False']"", ""['False']""]",False,False
8594,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
8597,"[""['True']"", ""['True']"", ""['True']""]",True,False
861,"[""['False']"", ""['False']"", ""['False']""]",False,False
8626,"[""['True']"", ""['True']"", ""['True']""]",True,False
8637,"[""['True']"", ""['True']"", ""['True']""]",True,False
8639,"[""['True']"", ""['True']"", ""['True']""]",True,False
8647,"[""['Abstain']"", ""['True']"", ""['True']""]",True,Abstain
8660,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
8675,"[""['True']"", ""['True']"", ""['True']""]",True,False
8686,"[""['True']"", ""['True']"", ""['True']""]",True,False
8695,"[""['True']"", ""['True']"", ""['True']""]",True,False
8697,"[""['False']"", ""['False']"", ""['False']""]",True,False
870,"[""['False']"", ""['False']"", ""['False']""]",False,False
8703,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
8704,"[""['True']"", ""['Abstain']"", ""['False']""]",True,Abstain
8707,"[""['False']"", ""['True']"", ""['False']""]",True,Abstain
8718,"[""['True']"", ""['True']"", ""['False']""]",True,Abstain
8720,"[""['True']"", ""['False']"", ""['False']""]",True,Abstain
8726,"[""['True']"", ""['True']"", ""['True']""]",True,False
8728,"[""['Abstain']"", ""['False']"", ""['Abstain']""]",True,Abstain
8731,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
8737,"[""['False']"", ""['False']"", ""['True']""]",True,Abstain
8742,"[""['True']"", ""['True']"", ""['True']""]",True,False
8743,"[""['True']"", ""['True']"", ""['True']""]",True,False
8747,"[""['True']"", ""['False']"", ""['False']""]",True,Abstain
8748,"[""['True']"", ""['False']"", ""['True']""]",True,Abstain
8751,"[""['False']"", ""['False']"", ""['False']""]",True,False
8755,"[""['False']"", ""['False']"", ""['False']""]",True,False
8760,"[""['False']"", ""['False']"", ""['False']""]",False,False
8775,"[""['False']"", ""['False']"", ""['False']""]",False,False
8783,"[""['False']"", ""['False']"", ""['False']""]",False,False
88,"[""['True']"", ""['True']"", ""['True']""]",True,False
8807,"[""['True']"", ""['False']"", ""['True']""]",False,Abstain
8813,"[""['False']"", ""['False']"", ""['False']""]",False,False
8825,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
883,"[""['False']"", ""['False']"", ""['False']""]",False,False
8834,"[""['False']"", ""['False']"", ""['True']""]",False,Abstain
8852,"[""['False']"", ""['False']"", ""['False']""]",False,False
8853,"[""['True']"", ""['True']"", ""['False']""]",False,Abstain
8863,"[""['False']"", ""['False']"", ""['False']""]",False,False
8869,"[""['False']"", ""['False']"", ""['False']""]",False,False
8875,"[""['False']"", ""['False']"", ""['False']""]",False,False
8878,"[""['True']"", ""['True']"", ""['True']""]",False,False
8880,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
8888,"[""['False']"", ""['False']"", ""['False']""]",False,False
8891,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
8899,"[""['False']"", ""['True']"", ""['False']""]",False,Abstain
89,"[""['True']"", ""['True']"", ""['True']""]",True,False
8904,"[""['False']"", ""['False']"", ""['False']""]",False,False
8906,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
8920,"[""['False']"", ""['False']"", ""['False']""]",False,False
8922,"[""['False']"", ""['False']"", ""['False']""]",False,False
8948,"[""['True']"", ""['True']"", ""['True']""]",True,False
8958,"[""['False']"", ""['False']"", ""['False']""]",False,False
8976,"[""['False']"", ""['False']"", ""['False']""]",True,False
8995,"[""['True']"", ""['True']"", ""['True']""]",True,False
9017,"[""['True']"", ""['False']"", ""['True']""]",False,Abstain
9036,"[""['True']"", ""['True']"", ""['True']""]",True,False
905,"[""['Abstain']"", ""['False']"", ""['False']""]",False,Abstain
923,"[""['False']"", ""['False']"", ""['False']""]",False,False
935,"[""['False']"", ""['False']"", ""['False']""]",False,False
948,"[""['False']"", ""['False']"", ""['False']""]",False,False
976,"[""['False']"", ""['False']"", ""['False']""]",False,False
980,"[""['False']"", ""['False']"", ""['Abstain']""]",False,Abstain
982,"[""['False']"", ""['False']"", ""['False']""]",False,False
993,"[""['False']"", ""['False']"", ""['False']""]",False,False
995,"[""['False']"", ""['False']"", ""['False']""]",False,False
