qid,response,gt_label
1070,Karl Wilhelm von Kupffer was awarded the title of Honorary Doctor,['Bavarian Maximilian Order for Science and Art']
1071,The member was Horst Schmidt,"['Burkhard Schneeweiß', 'Heinz Kessler', 'Helga Mucke-Wittbrodt', 'Manfred von Ardenne', 'Gustav-Adolf Schur', 'Ilse Thiele']"
1072,The monarch was William I,['William the Conqueror']
1073,George Heywood was playing for Aston Villa,['Port Vale F.C.']
1074,Sebastiano Vassalli received the Strega Prize,['Strega Prize']
1075,Filippo Prato played for Genoa,"['S.S.C. Napoli', 'Torino Football Club']"
1076,Dean Smith played for Walsall,['Leyton Orient F.C.']
1077,The judge was Andreas Voßkuhle,"['Andreas Voßkuhle', 'Peter M. Huber', 'Johannes Masing', 'Sibylle Kessal-Wulf', 'Peter Müller', 'Ferdinand Kirchhof', 'Andreas Paulus']"
1078,Raúl Esparza was awarded a Drama Desk Award,['Theatre World Award']
1079,Curt Meyer-Clason received the Heinrich Heine Prize,['Johann-Heinrich-Voß-Preis für Übersetzung']
1080,Academy Award for Best Director,['AFI Life Achievement Award']
1081,Tony Award,['Theatre World Award']
1082,Harry S. Truman,"['Georges Villiers', 'Paul Claudel', 'Georges Bruguier', 'Lucien Descaves', 'Emmanuel Gambardella', 'Jean Schlumberger', 'Fernand Gregh', 'Resurrección María de Azkue', 'Léon Jouhaux', 'Édouard Herriot', 'Marc Boegner', 'Georges Duhamel', 'Friedrich Hayek', 'Jean-Marie Le Pen', 'Albert Geouffre de Lapradelle', 'Pierre Gamel', 'Étienne Audibert', 'Antoine de Lévis Mirepoix', 'André Siegfried', 'Gabriel Puaux', 'Marcel Vincenot', 'Colette', 'Henri Ziegler', 'Amédée Roussellier']"
1083,Coventry City,['Charlton Athletic F.C.']
1084,L.R. Vicenza,['Hellas Verona F.C.']
1085,Torino,"['Italy national football team', 'Torino Football Club']"
1086,S.S.C. Napoli,['Torino Football Club']
1087,Maximilian Joseph of Bavaria,"['Maximilian I Joseph of Bavaria', 'Charles Theodore, Elector of Bavaria', 'George III of Great Britain']"
1088,William F. McKenzie,"['J. Harry McGregor', 'William Moore McCulloch']"
1089,Academy Award for Best Director,['Golden Plate Award']
1090,Real Madrid,['Brazil national football team']
1091,Arjuna Award,['Wisden Cricketer of the Year']
1092,Médaille de la Société de l'Histoire de France,['Academy Award of the Hungarian Academy of Sciences']
1093,Honorary Title of Honored Worker of Culture,['Khorenatsi medal']
1094,Right Livelihood Award,['Japan Prize']
1095,Honorary title,['Knight of the Order of Leopold II']
1096,New England Patriots,"['Blackpool F.C.', 'Millwall F.C.']"
1097,A.S. Roma,"['FC Inter Milan', 'A.C. Reggiana 1919']"
1098,Fürst-Pückler-Museum,['Bavarian Maximilian Order for Science and Art']
1099,Brescia,"['Italy national football team', 'Brescia Calcio']"
1100,Deutscher Jugendbuchpreis,['Ernst-Jung-Preis für Medizin']
1101,Catania,['S.S.C. Napoli']
1102,Science Prize,['Davisson–Germer Prize in Atomic or Surface Physics']
1103,Linnean Medal,['Darwin–Wallace Medal']
1104,Thomas Jefferson Award,['doctor honoris causa']
1105,Grammy Award,['Praemium Imperiale']
1106,Genoa C.F.C.,"['Calcio Catania', 'Brescia Calcio']"
1107,Francesc Antich,"['José Ramón Bauzá', 'Antoni Diéguez Seguí', 'Carme Feliu Álvarez de Sotomayor']"
1108,Richard Lamm,['Richard Lamm']
1109,Dynamo Moscow,['FC Dinamo Moscow']
1110,Ferrara,['Hellas Verona F.C.']
1111,All-Star Game MVP,['NBA All-Rookie Team']
1112,The Order of the Rising Sun,['James Watt International Medal']
1113,AC Milan,"['Unione Sportiva Lecce', 'Genoa Cricket and Football Club', 'Italy national under-21 football team', 'A.S. Roma']"
1114,Nikolai Gabrich,['Lomonosov Gold Medal']
1115,Knight Commander of the Order of the British Empire,['Medal of Freedom']
1116,West Ham United,['Cardiff City F.C.']
1117,Bishop of London,['Hermann Joseph Sträter']
1118,Andrew Jackson,['Donatien de Sesmaisons']
1119,AC Milan,"['A.C. Milan', 'Brazil national football team']"
1120,Wolverhampton Wanderers,['Sunderland A.F.C.']
1121,National Medal of Science,['National Medal of Science']
1122,Goethe Prize,['Bavarian Maximilian Order for Science and Art']
1123,Huddersfield Town,['Southend United F.C.']
1124,NBA Rookie of the Year,['NBA All-Rookie Team']
1125,Nordic Council Literature Prize,['Sarpsborgprisen']
1126,Commander of the Order of the British Empire,['Military Cross']
1127,Guntis Ulmanis,['Ivars Godmanis']
1128,Nobel Prize in Physics,"['IOP Dirac Medal', 'ICTP Dirac Medal', 'Dirac Prize']"
1129,Nobel Prize in Physics,['Fritz London Memorial Prizes']
1130,Nobel Prize in Chemistry,['Sir Hans Krebs Medal']
1131,Scunthorpe United,['Swindon Town F.C.']
1132,Sampdoria,['Brescia Calcio']
1133,NHL All-Star Game selection,['Bill Masterton Memorial Trophy']
1134,Corys Prize,['Marcel Benoist Prize']
1135,Nobel Prize in Chemistry,"['Marcel Benoist Prize', 'Louisa Gross Horwitz Prize']"
1136,John Subiaco,"['Thomas Hollway', 'Bill Galvin', 'Thomas Maltby', 'William Ruthven']"
1137,Pulitzer Prize for Poetry,['Pulitzer Prize for Poetry']
1138,José Montilla,"['Joaquim Jou i Fonollà', 'Josep Maria Corral i Belorado', 'Luís Andrés García Sáez', 'José Montero García', 'Raimon Escudé i Pladellorens', 'Felip Lorda', 'Josep Roig i Magrinyà', 'Joan Oliart i Pons', 'Miquel Coll i Alentorn', 'Joan Colomines i Puig', 'Francisco Hidalgo Gómez', 'Lluís Virgili i Farrà', 'Marià Vila-Abadal Vilaplana', 'Francisco Craviotto Blanco', 'Josep Garrell i Pubill', 'Francesc Casares i Potau', 'Josep Fornas i Martínez', 'Joan Hortalà', 'Josep Meseguer i Utgé', 'Josep Maria Simó i Huguet', 'Lluís Armet i Coma', 'Vicenç Capdevila Cardona', 'Isidre Molas i Batllori', 'Juan Ramos Camarero', 'Simeó Selga i Ubach', 'Higini Clotas i Cierco', 'Luis Valentín Fernández de Velasco', 'Joan Codina i Torres', 'Agustín Luna Serrano', 'Antoni Gutiérrez Díaz', 'Daniel Terradellas i Redon', 'Alfredo Amestoy Sáenz', 'Heribert Barrera i Costa', 'Joan Vidal i Gayolà', 'Jordi Martínez Planas', 'Ramon Viñals i Soler', 'Celestino Andrés Sánchez Ramos', 'Pere Ardiaca', 'Joan Ventura i Solé', 'Francesc Subirà i Rocamora', 'Alfred Albiol i Paps', 'Pere Pi-Sunyer i Bayo', 'Jordi Casas-Salat i Fossas', 'Ramon Sala i Canadell', 'Antonio Puigvert Gorro', 'Marcel Planellas i Aran', 'Alexandre Pedrós i Abelló', 'Francesc Dalmau i Norat', 'Jaume Camps i Rovira', 'Pedro Roselló Esteban', 'Helena Ferrer i Mallol', 'Salvador Sunyer i Aimeric', 'Antón Cañellas', 'Víctor Torres i Perenya', 'José Eduardo González Navas', 'Joan Vallvé i Ribera', 'Francesc Xavier Puig i Andreu', 'Xavier Folch i Recasens', 'José Clua Queixalós', 'Macià Alavedra i Moner', 'Marta Mata', 'Jordi Escoda i Vilà', 'Francesc Vicens i Giralt', 'Maties Vives i March', 'Joan Baptista Prats i Català', 'Francisco Frutos', 'Josep Benet', 'Higini Torras i Magem', 'Alfonso Pérez Guerra', 'Josep Maria Ainaud de Lasarte', 'Josep Andreu', 'Marià Lorca i Bard', 'Laureà Pérez Ciudad', 'José Manuel Panisello Zaragoza', 'Esteban Casado Poveda', 'Albert Planasdemunt i Gubert', 'Enrique Manuel-Rimbau Tomás', 'Antoni Subirà Claus', 'Jordi Pujol i Soley', 'Pere Ayguadé i Ayguadé', 'Joan Maria Roig i Borràs', 'Josep Borràs i Gené', 'Esteve Tomàs i Torrens', 'Joan Josep Martí i Ferré', 'Francesc Padullés Esteban', 'Agustí Forné Roé', 'Lluís Medir i Huerta', 'Rafael Ribó', 'Santiago Guillén Fernàndez', 'Ricard Masó i Llunes', 'Ramon Pla i Nadal', 'Concepció Ferrer', 'Antoni Santiburcio i Moreno', 'Marçal Casanovas i Guerri', 'Enric Olivé Martínez', 'Joan Reventós i Carner', 'José Acosta Sánchez', 'Ramon Camp i Batalla', 'Eduard Punset', 'Xavier Guitart i Domènech', 'Jesús Prujà i Puig', 'Dolors Calvet', 'Carlos Cigarrán Rodil', 'Joan Ganyet i Solé', 'Josep Maria Casals i Guiu', 'Josep Maria Cullell', 'Ferran Pont i Puntigam', 'Eduardo Martín Toval', 'Ferran Camps i Vallejo', 'Juan Besa Esteve', 'Miguel López Tortosa', 'Jordi Borja Sebastià', 'Josep Laporte i Salas', 'Rosa Barenys i Martorell', 'Xavier Bigatà', 'Joan Descals i Esquius', 'Pere Portabella', 'Ramon Espasa i Oliver', 'Teresa Eulàlia Calzada Isern']"
1139,Nobel Prize for Literature,['State Prize of the Russian Federation']
1140,Hero of the Soviet Union,['Order of Alexander Nevsky']
1141,Ehrenmedaille der Deutschen Gesellschaft für Psychologie,['Schiller Prize of Marbach']
1142,Cleveland Indians,['Liverpool F.C.']
1143,National Medal of Science,"[""National Women's Hall of Fame""]"
1144,Club Atlético River Plate,['Club Atlético River Plate']
1145,Chesterfield,['Barnsley F.C.']
1146,Honorary Doctorate,['Ruhrpreis for Arts and Science']
1147,Cardiff City,"['Manchester City F.C.', 'Cardiff City F.C.']"
1148,Distinction in Social Sciences,['doctor honoris causa']
1149,Heinrich G. O. von Hatzfeld,['Ferdinand von Fürstenberg']
1150,East Stirlingshire,['Cardiff City F.C.']
1151,Alan Kyerematen,"['Ray MacSharry', 'Alan Dukes', 'John Bruton']"
1152,U.S. Lucchese,"['Italy national under-21 football team', 'Brescia Calcio']"
1153,Irene Wilson,['Carmelita Geraghty']
1154,Prix de la Critique,['Gold Goethe medal']
1155,Tony Award for Best Featured Actress in a Play,['British Academy of Film and Television Arts']
1156,Barnsley,['Leyton Orient F.C.']
1157,Paavo Lipponen,"['Kimmo Kiljunen', 'Unto Valpas', 'Paavo Lipponen', 'Anneli Jäätteenmäki', 'Tarja Halonen', 'Jyrki Katainen', 'Esko Aho', 'Anni Sinnemäki', 'Suvi Lindén', 'Lasse Virén', 'Reijo Kallio', 'Ilkka Taipale', 'Tytti Isohookana-Asunmaa', 'Riitta Uosukainen', 'Jukka Mikkola', 'Jaakko Laakso', 'Sauli Niinistö', 'Kalervo Kummola', 'Satu Hassi', 'Mari Kiviniemi']"
1158,Academy Award for Best Original Song,['Academy Award for Best Sound Editing']
1159,Huddersfield Town,['Swindon Town F.C.']
1160,PEN/Faulkner Award,['Bollingen Prize']
1161,Cardiff City,['Port Vale F.C.']
1162,Honorary Degree from Queen's University Belfast,['Royal Philharmonic Society Gold Medal']
1163,Ipswich Town,['Leyton Orient F.C.']
1164,N/A,"['Klaus-Jürgen Melullis', 'Wolfgang Nešković', 'Peter Meier-Beck', 'Rolf Kniffka', 'Sibylle Kessal-Wulf', 'Thomas Wagenitz', 'Joachim Bornkamm', 'Christina Stresemann', 'Johanna Schmidt-Räntsch', 'Wolfgang Kirchhoff', 'Alfred Bergmann']"
1165,N/A,['Sunderland A.F.C.']
1166,Bavarian Film Award,"['César Award for Best Music Written for a Film', 'César Award for Best Sound']"
1167,Academy Award for Best Actor,"['Golden Globe Award for Best Actor – Motion Picture Drama', 'Academy Award for Best Actor']"
1168,AC Milan,['Hellas Verona F.C.']
1169,N/A,['Brazil national football team']
1170,David di Donatello,['Best Screenplay Award (Cannes Film Festival)']
1171,Bamboo Pen,['doctor honoris causa']
1172,Wolverhampton Wanderers,"['Burnley F.C.', 'Leeds United F.C.', 'Southend United F.C.', 'Cardiff City F.C.']"
1173,São Paulo FC,['Brazil national football team']
1174,FK Željezničar Sarajevo,"['ACF Fiorentina', 'Torino Football Club']"
1175,Millwall,"['Millwall F.C.', 'Crystal Palace F.C.']"
1176,Lavoisier Prize,['Fritz London Memorial Prizes']
1177,Order of Canada,['Companion of the Order of Canada']
1178,Juhani J. R. Aho,"['V. J. Sukselainen', 'Johannes Virolainen', 'Hertta Kuusinen', 'Martti Miettunen', 'Kerttu Saalasti']"
1179,European Prize for the Theatre,['Commander of the Order of the Oak Crown']
1180,José Grinan,"['Joan Josep Martí i Ferré', 'Rafael Fernández Álvarez', 'Josep Andreu', 'José Luis González Marcos', 'Juan José Laborda Martín', 'Narcís Oliveres i Terrades', 'Luis Guillermo de Perinat y Elío', 'Felip Lorda', 'Francisco Cacharro Pardo', 'José Cabrera Bazán', 'Ramon Sala i Canadell', 'Pere Pi-Sunyer i Bayo', 'Joan Codina i Torres']"
1181,Newport County,['Coventry City F.C.']
1182,Frauenkulturpreis,['Baden-Wuerttemberg Research Award']
1183,Brecht Prize,['Mülheimer Dramatikerpreis']
1184,Ernst Reuter Medal,['Cross of the Order of Merit of the Federal Republic of Germany']
1185,Erwin Bay,"['Amedeo Molnár', 'Kseniya Veselukhina']"
1186,Cardinal Pedro de Mendoza,['Gil Álvarez Carrillo de Albornoz']
1187,Cagliari,['Italy national football team']
1188,Lecce,"['Italy national football team', 'A.S. Roma']"
1189,Palermo,"['Genoa Cricket and Football Club', 'Hellas Verona F.C.']"
1190,Gonzalo Fernández-Crehuet,['Seán MacEntee']
1191,Order of the José Martí,['Grand Cross of the Civil Order of Alfonso X the Wise']
1192,Medal of Honor from the University of Illinois,['Timoshenko Medal']
1193,"Orlando City SC, Club Universidad de Chile",['S.S.C. Napoli']
1194,Mark N. Lowey,"['François Jules Edmond Got', 'Henri-Alexandre Wallon', 'Auguste Himly', 'Vasilios Lakon']"
1195,Carmen Calvo Poyato,"['Pío García-Escudero', 'Jordi Xuclà', 'Joan Ganyet i Solé', 'Esperanza Aguirre', 'Ángel Villalba Álvarez', 'Cristina Almeida', 'Montserrat Duch i Plana', 'Miriam Blasco', 'Juan José Laborda Martín', 'Victoriano Ríos Pérez', 'Jordi Solé Tura', 'Juan Alberto Belloch', 'Esteban González Pons', 'Rosa Posada', 'Lluís Armet i Coma', 'Isidre Molas i Batllori', 'Rafael Luna Vives', 'Ramon Aleu i Jornet']"
1196,Hugo Ball,['Mainzer Stadtschreiber']
1197,Royal Medal,['Vega Medal']
1198,Chern-Simons Prize,"['ICTP Dirac Medal', 'Dirac Prize']"
1199,Burgberg Medal,['War Merit Cross']
1200,Lord Shelburne,"['Thomas Robinson, 2nd Baron Grantham']"
1201,Farnborough,['Leyton Orient F.C.']
1202,IEEE Medal of Honor,['IEEE Medal of Honor']
1203,Elizabeth M. Mulholland,"['Dmitri Georges Lavroff', 'Pierre Cardo', 'Brigitte Bout', 'Patrick Gaubert', 'Jean-Pierre Balduyck', 'Georges Hage', 'Henri Joyeux']"
1204,Royal Society of Canada Fellow,['Wolfson History Prize']
1205,chevalier of the Légion d'honneur,['Poncelet Prize']
1206,Harold Wilson,['Jacques Rueff']
1207,Sir Christopher Meyer,"['Christopher Meyer', 'Nigel Broomfield']"
1208,Nobel Prize in Physiology or Medicine,['Nobel Prize in Physiology or Medicine']
1209,Louis-Alexandre Taschereau,"['Louis-Alexandre Taschereau', 'Lomer Gouin']"
1210,Fiorentina,['Calcio Padova']
1211,Harrogate Town,"['Grimsby Town F.C.', 'Lincoln City F.C.']"
1212,Joaquim Llena,"['Daniel Terradellas i Redon', 'Joan Puigcercós i Boixassa', 'Carme Figueras i Siñol', 'Ramon Espadaler Parcerisas', 'Julio Ariza', 'Joan Rigol i Roig', 'Esteve Orriols i Sendra', 'Vicenç Villatoro i Lamolla', 'Raimon Escudé i Pladellorens', 'Carina Mejías Sánchez', 'Joan Ridao i Martín', 'Imma Mayol i Beltran', 'Joan Reventós i Carner', 'Artur Mas', 'David Pérez i Ibáñez', 'Joaquima Alemany i Roca', 'Antoni Castellà i Clavé', 'Ramon Camp i Batalla', 'Antoni Dalmau i Ribalta', 'Xavier Guitart i Domènech', 'Enric Castellnou i Alberch', 'Dolors Montserrat i Culleré', 'Daniel Sirera', 'Isidre Gavín i Valls', 'Eudald Casadesús i Barceló', 'Ernest Benach i Pascual', 'Josep Lluís López Bulla', 'Jordi Guillot i Miravet', 'Josep Rull i Andreu', 'Joan Ganyet i Solé', 'Jaume Camps i Rovira', 'Ferran Pont i Puntigam', 'Montserrat Duch i Plana', 'Josep Maria Simó i Huguet', 'Josep Bargalló i Valls', 'Jordi Pujol i Soley', 'Marina Geli i Fàbrega', 'Flora Sanabra i Villarroya', 'Lluís Armet i Coma', 'Roc Fuentes i Navarro', 'Caterina Mieras i Barceló', 'Simó Pujol i Folcrà', 'Francesc Codina i Castillo', 'Rafael Luna Vives', 'Montserrat Tura i Camafreita', 'Celestino Corbacho', 'Alejo Vidal-Quadras Roca', 'Rosa Barenys i Martorell', 'Joan Blanch Rodríguez', 'Carme Valls i Llobet', 'Pasqual Maragall i Mira', 'Rafael Ribó', 'Josep Maria Vallès i Casadevall', 'Josep Antoni Duran i Lleida', 'Higini Clotas i Cierco', 'Meritxell Borràs i Solé', 'Miquel Iceta i Llorens', 'Ramon Espasa i Oliver', 'Elisabet Font Montanyà', 'Josep Maria Carbonell i Abelló', 'Pere Macias', 'Vinyet Panyella', 'Josep Enric Millo', 'Xavier Bosch i Garcia', 'Xavier Trias']"
1213,Bristol City,['Millwall F.C.']
1214,Liverpool,['Swindon Town F.C.']
1215,Wolverhampton Wanderers,"['Burnley F.C.', 'Luton Town F.C.']"
1216,Inter Milan,"['FC Inter Milan', 'Italy national football team', 'Genoa Cricket and Football Club']"
1217,Sofia Prize,['Reuchlin Award']
1218,Goethe Prize,['Berliner Kunstpreis']
1219,Nokia Bell Labs Prize,['honorary doctor of the University of Zaragoza']
1220,AC Milan,"['Italy national football team', 'A.C. Milan']"
1221,Chievo Verona,"['Unione Sportiva Città di Palermo', 'A.C. Reggiana 1919']"
1222,William H. McPhee,"['Dixie Gilmer', 'John Albert Whitaker', 'Dayton Edward Phillips', 'Watkins Moorman Abbitt', 'Richard F. Harless', 'Ellsworth Foote']"
1223,Paul Papalia,['Christian Porter']
1224,M. E. Laslett,"['Michael Wright', 'Trish White']"
1225,Liverpool,['Liverpool F.C.']
1226,Huddersfield Town,['Burnley F.C.']
1227,Gillingham,"['Birmingham City F.C.', 'Cardiff City F.C.']"
1228,CAVALIER D'HONNEUR,"['SIGCOMM Award', 'W. Wallace McDowell Award', 'ACM Software System Award']"
1229,Nielsen Prize,['Ernst von Siemens Music Prize']
1230,Gold Medal of the National Order of Merit for Services to the Portuguese Language,['honorary doctor of the University of Zaragoza']
1231,Dunfermline Athletic,['Sunderland A.F.C.']
1232,Boca Juniors,"['Unione Sportiva Lecce', 'Atalanta B.C.']"
1233,Portessa,"['A.C. Milan', 'Torino Football Club']"
1234,Sir Anthony Eden,['Frank Aiken']
1235,Award for Best European Comic,"[""Grand Prix de la ville d'Angoulême""]"
1236,"São Paulo, América Mineiro",['Brazil national football team']
1237,William M. Adams Award,['Erasmus Prize']
1238,The Golden Dolphin Award,['Cross of the Order of Merit of the Federal Republic of Germany']
1239,Saint-Étienne,['Hellas Verona F.C.']
1240,Kennedy Center Honors,['Praemium Imperiale']
1241,National Medal of Science,['March of Dimes Prize in Developmental Biology']
